# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2021-10-10 18:37:37 EDT       (caww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 01073500 LAMPREY RIVER NEAR NEWMARKET, NH
# -----------------------------------------------------------------------------------
#
# Data provided for site 01073500
#            TS   parameter     statistic     Description
#         63999       00060     00003     Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output:
#     A  Approved for publication -- Processing and review completed.
#     P  Provisional data subject to revision.
#     e  Value has been estimated.
# 
agency_cd	site_no	datetime	63999_00060_00003	63999_00060_00003_cd
USGS	01073500	1994-07-18	9.30	A
USGS	01073500	1994-07-19	13.0	A
USGS	01073500	1994-07-20	14.0	A
USGS	01073500	1994-07-21	14.0	A
USGS	01073500	1994-07-22	14.0	A
USGS	01073500	1994-07-23	16.0	A
USGS	01073500	1994-07-24	17.0	A
USGS	01073500	1994-07-25	20.0	A
USGS	01073500	1994-07-26	29.0	A
USGS	01073500	1994-07-27	0.66	A
USGS	01073500	1994-07-28	1.70	A
USGS	01073500	1994-07-29	17.0	A
USGS	01073500	1994-07-30	36.0	A
USGS	01073500	1994-07-31	30.0	A
USGS	01073500	1994-08-01	26.0	A
USGS	01073500	1994-08-02	25.0	A
USGS	01073500	1994-08-03	24.0	A
USGS	01073500	1994-08-04	23.0	A
USGS	01073500	1994-08-05	24.0	A
USGS	01073500	1994-08-06	23.0	A
USGS	01073500	1994-08-07	23.0	A
USGS	01073500	1994-08-08	19.0	A
USGS	01073500	1994-08-09	17.0	A
USGS	01073500	1994-08-10	16.0	A
USGS	01073500	1994-08-11	15.0	A
USGS	01073500	1994-08-12	14.0	A
USGS	01073500	1994-08-13	15.0	A
USGS	01073500	1994-08-14	20.0	A
USGS	01073500	1994-08-15	25.0	A
USGS	01073500	1994-08-16	22.0	A
USGS	01073500	1994-08-17	20.0	A
USGS	01073500	1994-08-18	39.0	A
USGS	01073500	1994-08-19	65.0	A
USGS	01073500	1994-08-20	61.0	A
USGS	01073500	1994-08-21	59.0	A
USGS	01073500	1994-08-22	64.0	A
USGS	01073500	1994-08-23	60.0	A
USGS	01073500	1994-08-24	52.0	A
USGS	01073500	1994-08-25	47.0	A
USGS	01073500	1994-08-26	41.0	A
USGS	01073500	1994-08-27	37.0	A
USGS	01073500	1994-08-28	33.0	A
USGS	01073500	1994-08-29	29.0	A
USGS	01073500	1994-08-30	25.0	A
USGS	01073500	1994-08-31	19.0	A
USGS	01073500	1994-09-01	15.0	A
USGS	01073500	1994-09-02	16.0	A
USGS	01073500	1994-09-03	16.0	A
USGS	01073500	1994-09-04	15.0	A
USGS	01073500	1994-09-05	17.0	A
USGS	01073500	1994-09-06	30.0	A
USGS	01073500	1994-09-07	35.0	A
USGS	01073500	1994-09-08	29.0	A
USGS	01073500	1994-09-09	24.0	A
USGS	01073500	1994-09-10	20.0	A
USGS	01073500	1994-09-11	18.0	A
USGS	01073500	1994-09-12	16.0	A
USGS	01073500	1994-09-13	15.0	A
USGS	01073500	1994-09-14	17.0	A
USGS	01073500	1994-09-15	16.0	A
USGS	01073500	1994-09-16	17.0	A
USGS	01073500	1994-09-17	16.0	A
USGS	01073500	1994-09-18	28.0	A
USGS	01073500	1994-09-19	37.0	A
USGS	01073500	1994-09-20	31.0	A
USGS	01073500	1994-09-21	25.0	A
USGS	01073500	1994-09-22	22.0	A
USGS	01073500	1994-09-23	164	A
USGS	01073500	1994-09-24	503	A
USGS	01073500	1994-09-25	340	A
USGS	01073500	1994-09-26	248	A
USGS	01073500	1994-09-27	200	A
USGS	01073500	1994-09-28	193	A
USGS	01073500	1994-09-29	183	A
USGS	01073500	1994-09-30	165	A
USGS	01073500	1994-10-01	134	A
USGS	01073500	1994-10-02	108	A
USGS	01073500	1994-10-03	87.0	A
USGS	01073500	1994-10-04	75.0	A
USGS	01073500	1994-10-05	69.0	A
USGS	01073500	1994-10-06	62.0	A
USGS	01073500	1994-10-07	56.0	A
USGS	01073500	1994-10-08	52.0	A
USGS	01073500	1994-10-09	49.0	A
USGS	01073500	1994-10-10	44.0	A
USGS	01073500	1994-10-11	42.0	A
USGS	01073500	1994-10-12	40.0	A
USGS	01073500	1994-10-13	35.0	A
USGS	01073500	1994-10-14	45.0	A
USGS	01073500	1994-10-15	79.0	A
USGS	01073500	1994-10-16	81.0	A
USGS	01073500	1994-10-17	84.0	A
USGS	01073500	1994-10-18	79.0	A
USGS	01073500	1994-10-19	85.0	A
USGS	01073500	1994-10-20	110	A
USGS	01073500	1994-10-21	126	A
USGS	01073500	1994-10-22	91.0	A
USGS	01073500	1994-10-23	75.0	A
USGS	01073500	1994-10-24	72.0	A
USGS	01073500	1994-10-25	70.0	A
USGS	01073500	1994-10-26	69.0	A
USGS	01073500	1994-10-27	65.0	A
USGS	01073500	1994-10-28	76.0	A
USGS	01073500	1994-10-29	107	A
USGS	01073500	1994-10-30	95.0	A
USGS	01073500	1994-10-31	84.0	A
USGS	01073500	1994-11-01	82.0	A
USGS	01073500	1994-11-02	92.0	A
USGS	01073500	1994-11-03	103	A
USGS	01073500	1994-11-04	116	A
USGS	01073500	1994-11-05	103	A
USGS	01073500	1994-11-06	93.0	A
USGS	01073500	1994-11-07	88.0	A
USGS	01073500	1994-11-08	84.0	A
USGS	01073500	1994-11-09	98.0	A
USGS	01073500	1994-11-10	91.0	A
USGS	01073500	1994-11-11	89.0	A
USGS	01073500	1994-11-12	77.0	A
USGS	01073500	1994-11-13	71.0	A
USGS	01073500	1994-11-14	66.0	A
USGS	01073500	1994-11-15	69.0	A
USGS	01073500	1994-11-16	95.0	A
USGS	01073500	1994-11-17	91.0	A
USGS	01073500	1994-11-18	86.0	A
USGS	01073500	1994-11-19	91.0	A
USGS	01073500	1994-11-20	87.0	A
USGS	01073500	1994-11-21	80.0	A
USGS	01073500	1994-11-22	102	A
USGS	01073500	1994-11-23	130	A
USGS	01073500	1994-11-24	122	A
USGS	01073500	1994-11-25	119	A
USGS	01073500	1994-11-26	113	A
USGS	01073500	1994-11-27	105	A
USGS	01073500	1994-11-28	148	A
USGS	01073500	1994-11-29	232	A
USGS	01073500	1994-11-30	245	A
USGS	01073500	1994-12-01	239	A
USGS	01073500	1994-12-02	214	A
USGS	01073500	1994-12-03	212	A
USGS	01073500	1994-12-04	204	A
USGS	01073500	1994-12-05	236	A
USGS	01073500	1994-12-06	409	A
USGS	01073500	1994-12-07	427	A
USGS	01073500	1994-12-08	433	A
USGS	01073500	1994-12-09	382	A
USGS	01073500	1994-12-10	346	A
USGS	01073500	1994-12-11	390	A
USGS	01073500	1994-12-12	407	A
USGS	01073500	1994-12-13	300	A:e
USGS	01073500	1994-12-14	260	A:e
USGS	01073500	1994-12-15	255	A:e
USGS	01073500	1994-12-16	247	A
USGS	01073500	1994-12-17	241	A
USGS	01073500	1994-12-18	251	A
USGS	01073500	1994-12-19	277	A
USGS	01073500	1994-12-20	259	A
USGS	01073500	1994-12-21	264	A
USGS	01073500	1994-12-22	268	A
USGS	01073500	1994-12-23	252	A
USGS	01073500	1994-12-24	325	A
USGS	01073500	1994-12-25	1300	A:e
USGS	01073500	1994-12-26	1600	A:e
USGS	01073500	1994-12-27	1550	A:e
USGS	01073500	1994-12-28	1200	A:e
USGS	01073500	1994-12-29	900	A:e
USGS	01073500	1994-12-30	640	A:e
USGS	01073500	1994-12-31	550	A:e
USGS	01073500	1995-01-01	450	A:e
USGS	01073500	1995-01-02	560	A:e
USGS	01073500	1995-01-03	580	A:e
USGS	01073500	1995-01-04	510	A:e
USGS	01073500	1995-01-05	450	A:e
USGS	01073500	1995-01-06	380	A:e
USGS	01073500	1995-01-07	370	A:e
USGS	01073500	1995-01-08	460	A:e
USGS	01073500	1995-01-09	500	A:e
USGS	01073500	1995-01-10	440	A:e
USGS	01073500	1995-01-11	350	A:e
USGS	01073500	1995-01-12	330	A:e
USGS	01073500	1995-01-13	330	A:e
USGS	01073500	1995-01-14	350	A:e
USGS	01073500	1995-01-15	408	A
USGS	01073500	1995-01-16	600	A
USGS	01073500	1995-01-17	705	A
USGS	01073500	1995-01-18	696	A
USGS	01073500	1995-01-19	620	A
USGS	01073500	1995-01-20	590	A
USGS	01073500	1995-01-21	901	A
USGS	01073500	1995-01-22	950	A
USGS	01073500	1995-01-23	936	A
USGS	01073500	1995-01-24	826	A
USGS	01073500	1995-01-25	685	A
USGS	01073500	1995-01-26	567	A
USGS	01073500	1995-01-27	500	A:e
USGS	01073500	1995-01-28	400	A:e
USGS	01073500	1995-01-29	340	A:e
USGS	01073500	1995-01-30	300	A:e
USGS	01073500	1995-01-31	270	A:e
USGS	01073500	1995-02-01	230	A:e
USGS	01073500	1995-02-02	220	A:e
USGS	01073500	1995-02-03	210	A:e
USGS	01073500	1995-02-04	200	A:e
USGS	01073500	1995-02-05	180	A
USGS	01073500	1995-02-06	180	A:e
USGS	01073500	1995-02-07	170	A:e
USGS	01073500	1995-02-08	175	A:e
USGS	01073500	1995-02-09	170	A:e
USGS	01073500	1995-02-10	170	A:e
USGS	01073500	1995-02-11	165	A:e
USGS	01073500	1995-02-12	160	A:e
USGS	01073500	1995-02-13	155	A:e
USGS	01073500	1995-02-14	150	A:e
USGS	01073500	1995-02-15	146	A
USGS	01073500	1995-02-16	145	A:e
USGS	01073500	1995-02-17	140	A:e
USGS	01073500	1995-02-18	135	A:e
USGS	01073500	1995-02-19	135	A:e
USGS	01073500	1995-02-20	140	A:e
USGS	01073500	1995-02-21	145	A:e
USGS	01073500	1995-02-22	135	A:e
USGS	01073500	1995-02-23	125	A:e
USGS	01073500	1995-02-24	150	A:e
USGS	01073500	1995-02-25	150	A:e
USGS	01073500	1995-02-26	140	A:e
USGS	01073500	1995-02-27	140	A:e
USGS	01073500	1995-02-28	130	A:e
USGS	01073500	1995-03-01	130	A:e
USGS	01073500	1995-03-02	125	A:e
USGS	01073500	1995-03-03	130	A:e
USGS	01073500	1995-03-04	125	A:e
USGS	01073500	1995-03-05	125	A:e
USGS	01073500	1995-03-06	130	A:e
USGS	01073500	1995-03-07	150	A:e
USGS	01073500	1995-03-08	240	A:e
USGS	01073500	1995-03-09	650	A:e
USGS	01073500	1995-03-10	920	A:e
USGS	01073500	1995-03-11	880	A:e
USGS	01073500	1995-03-12	700	A:e
USGS	01073500	1995-03-13	520	A:e
USGS	01073500	1995-03-14	490	A:e
USGS	01073500	1995-03-15	480	A:e
USGS	01073500	1995-03-16	520	A:e
USGS	01073500	1995-03-17	560	A:e
USGS	01073500	1995-03-18	680	A:e
USGS	01073500	1995-03-19	740	A:e
USGS	01073500	1995-03-20	680	A:e
USGS	01073500	1995-03-21	660	A:e
USGS	01073500	1995-03-22	740	A:e
USGS	01073500	1995-03-23	760	A:e
USGS	01073500	1995-03-24	640	A:e
USGS	01073500	1995-03-25	510	A:e
USGS	01073500	1995-03-26	450	A:e
USGS	01073500	1995-03-27	400	A:e
USGS	01073500	1995-03-28	350	A:e
USGS	01073500	1995-03-29	320	A:e
USGS	01073500	1995-03-30	300	A:e
USGS	01073500	1995-03-31	350	A:e
USGS	01073500	1995-04-01	340	A:e
USGS	01073500	1995-04-02	310	A:e
USGS	01073500	1995-04-03	270	A:e
USGS	01073500	1995-04-04	250	A:e
USGS	01073500	1995-04-05	280	A:e
USGS	01073500	1995-04-06	243	A:e
USGS	01073500	1995-04-07	239	A
USGS	01073500	1995-04-08	225	A
USGS	01073500	1995-04-09	220	A
USGS	01073500	1995-04-10	235	A
USGS	01073500	1995-04-11	225	A
USGS	01073500	1995-04-12	214	A
USGS	01073500	1995-04-13	281	A
USGS	01073500	1995-04-14	305	A
USGS	01073500	1995-04-15	288	A
USGS	01073500	1995-04-16	260	A
USGS	01073500	1995-04-17	238	A
USGS	01073500	1995-04-18	213	A
USGS	01073500	1995-04-19	188	A
USGS	01073500	1995-04-20	228	A
USGS	01073500	1995-04-21	225	A
USGS	01073500	1995-04-22	241	A
USGS	01073500	1995-04-23	234	A
USGS	01073500	1995-04-24	219	A
USGS	01073500	1995-04-25	195	A
USGS	01073500	1995-04-26	176	A
USGS	01073500	1995-04-27	163	A
USGS	01073500	1995-04-28	159	A
USGS	01073500	1995-04-29	156	A
USGS	01073500	1995-04-30	136	A
USGS	01073500	1995-05-01	130	A
USGS	01073500	1995-05-02	128	A
USGS	01073500	1995-05-03	120	A
USGS	01073500	1995-05-04	111	A
USGS	01073500	1995-05-05	109	A
USGS	01073500	1995-05-06	103	A
USGS	01073500	1995-05-07	98.0	A
USGS	01073500	1995-05-08	96.0	A
USGS	01073500	1995-05-09	85.0	A
USGS	01073500	1995-05-10	80.0	A
USGS	01073500	1995-05-11	82.0	A
USGS	01073500	1995-05-12	123	A
USGS	01073500	1995-05-13	144	A
USGS	01073500	1995-05-14	148	A
USGS	01073500	1995-05-15	162	A
USGS	01073500	1995-05-16	217	A
USGS	01073500	1995-05-17	232	A
USGS	01073500	1995-05-18	251	A
USGS	01073500	1995-05-19	237	A
USGS	01073500	1995-05-20	217	A
USGS	01073500	1995-05-21	191	A
USGS	01073500	1995-05-22	173	A
USGS	01073500	1995-05-23	154	A
USGS	01073500	1995-05-24	137	A
USGS	01073500	1995-05-25	157	A
USGS	01073500	1995-05-26	156	A
USGS	01073500	1995-05-27	141	A
USGS	01073500	1995-05-28	120	A
USGS	01073500	1995-05-29	111	A
USGS	01073500	1995-05-30	120	A
USGS	01073500	1995-05-31	124	A
USGS	01073500	1995-06-01	125	A
USGS	01073500	1995-06-02	111	A
USGS	01073500	1995-06-03	101	A
USGS	01073500	1995-06-04	102	A
USGS	01073500	1995-06-05	98.0	A
USGS	01073500	1995-06-06	87.0	A
USGS	01073500	1995-06-07	81.0	A
USGS	01073500	1995-06-08	80.0	A
USGS	01073500	1995-06-09	75.0	A
USGS	01073500	1995-06-10	65.0	A
USGS	01073500	1995-06-11	57.0	A
USGS	01073500	1995-06-12	52.0	A
USGS	01073500	1995-06-13	53.0	A
USGS	01073500	1995-06-14	52.0	A
USGS	01073500	1995-06-15	53.0	A
USGS	01073500	1995-06-16	55.0	A
USGS	01073500	1995-06-17	51.0	A
USGS	01073500	1995-06-18	46.0	A
USGS	01073500	1995-06-19	42.0	A
USGS	01073500	1995-06-20	41.0	A
USGS	01073500	1995-06-21	39.0	A
USGS	01073500	1995-06-22	35.0	A
USGS	01073500	1995-06-23	31.0	A
USGS	01073500	1995-06-24	27.0	A
USGS	01073500	1995-06-25	25.0	A
USGS	01073500	1995-06-26	23.0	A
USGS	01073500	1995-06-27	21.0	A
USGS	01073500	1995-06-28	19.0	A
USGS	01073500	1995-06-29	18.0	A
USGS	01073500	1995-06-30	17.0	A
USGS	01073500	1995-07-01	17.0	A
USGS	01073500	1995-07-02	16.0	A
USGS	01073500	1995-07-03	15.0	A
USGS	01073500	1995-07-04	14.0	A
USGS	01073500	1995-07-05	13.0	A
USGS	01073500	1995-07-06	12.0	A
USGS	01073500	1995-07-07	11.0	A
USGS	01073500	1995-07-08	12.0	A
USGS	01073500	1995-07-09	15.0	A
USGS	01073500	1995-07-10	15.0	A
USGS	01073500	1995-07-11	13.0	A
USGS	01073500	1995-07-12	13.0	A
USGS	01073500	1995-07-13	12.0	A
USGS	01073500	1995-07-14	10.0	A
USGS	01073500	1995-07-15	9.10	A
USGS	01073500	1995-07-16	7.90	A
USGS	01073500	1995-07-17	10.0	A
USGS	01073500	1995-07-18	14.0	A
USGS	01073500	1995-07-19	25.0	A
USGS	01073500	1995-07-20	22.0	A
USGS	01073500	1995-07-21	16.0	A
USGS	01073500	1995-07-22	14.0	A
USGS	01073500	1995-07-23	13.0	A
USGS	01073500	1995-07-24	13.0	A
USGS	01073500	1995-07-25	12.0	A
USGS	01073500	1995-07-26	15.0	A
USGS	01073500	1995-07-27	22.0	A
USGS	01073500	1995-07-28	24.0	A
USGS	01073500	1995-07-29	22.0	A
USGS	01073500	1995-07-30	18.0	A
USGS	01073500	1995-07-31	15.0	A
USGS	01073500	1995-08-01	13.0	A
USGS	01073500	1995-08-02	12.0	A
USGS	01073500	1995-08-03	10.0	A
USGS	01073500	1995-08-04	18.0	A
USGS	01073500	1995-08-05	47.0	A
USGS	01073500	1995-08-06	73.0	A
USGS	01073500	1995-08-07	87.0	A
USGS	01073500	1995-08-08	79.0	A
USGS	01073500	1995-08-09	68.0	A
USGS	01073500	1995-08-10	55.0	A
USGS	01073500	1995-08-11	38.0	A:e
USGS	01073500	1995-08-12	30.0	A:e
USGS	01073500	1995-08-13	25.0	A:e
USGS	01073500	1995-08-14	21.0	A
USGS	01073500	1995-08-15	17.0	A
USGS	01073500	1995-08-16	14.0	A
USGS	01073500	1995-08-17	13.0	A
USGS	01073500	1995-08-18	12.0	A
USGS	01073500	1995-08-19	11.0	A
USGS	01073500	1995-08-20	8.70	A
USGS	01073500	1995-08-21	7.00	A
USGS	01073500	1995-08-22	5.90	A
USGS	01073500	1995-08-23	5.00	A:e
USGS	01073500	1995-08-24	4.80	A:e
USGS	01073500	1995-08-25	3.60	A:e
USGS	01073500	1995-08-26	3.00	A:e
USGS	01073500	1995-08-27	2.70	A:e
USGS	01073500	1995-08-28	2.50	A:e
USGS	01073500	1995-08-29	2.40	A:e
USGS	01073500	1995-08-30	2.20	A:e
USGS	01073500	1995-08-31	2.10	A:e
USGS	01073500	1995-09-01	2.00	A:e
USGS	01073500	1995-09-02	1.90	A:e
USGS	01073500	1995-09-03	2.00	A:e
USGS	01073500	1995-09-04	2.20	A:e
USGS	01073500	1995-09-05	2.20	A:e
USGS	01073500	1995-09-06	2.10	A:e
USGS	01073500	1995-09-07	2.10	A:e
USGS	01073500	1995-09-08	2.30	A
USGS	01073500	1995-09-09	2.40	A
USGS	01073500	1995-09-10	2.30	A:e
USGS	01073500	1995-09-11	2.10	A:e
USGS	01073500	1995-09-12	1.90	A:e
USGS	01073500	1995-09-13	1.80	A
USGS	01073500	1995-09-14	1.80	A:e
USGS	01073500	1995-09-15	1.60	A:e
USGS	01073500	1995-09-16	2.20	A
USGS	01073500	1995-09-17	3.80	A
USGS	01073500	1995-09-18	4.20	A
USGS	01073500	1995-09-19	5.40	A
USGS	01073500	1995-09-20	6.30	A
USGS	01073500	1995-09-21	4.20	A:e
USGS	01073500	1995-09-22	5.40	A
USGS	01073500	1995-09-23	6.50	A
USGS	01073500	1995-09-24	6.20	A
USGS	01073500	1995-09-25	6.80	A
USGS	01073500	1995-09-26	7.10	A
USGS	01073500	1995-09-27	7.00	A
USGS	01073500	1995-09-28	6.70	A
USGS	01073500	1995-09-29	6.00	A
USGS	01073500	1995-09-30	5.30	A
USGS	01073500	1995-10-01	6.40	A
USGS	01073500	1995-10-02	6.40	A
USGS	01073500	1995-10-03	6.50	A
USGS	01073500	1995-10-04	7.00	A
USGS	01073500	1995-10-05	7.50	A
USGS	01073500	1995-10-06	28.0	A
USGS	01073500	1995-10-07	54.0	A
USGS	01073500	1995-10-08	46.0	A
USGS	01073500	1995-10-09	45.0	A
USGS	01073500	1995-10-10	87.0	A
USGS	01073500	1995-10-11	154	A
USGS	01073500	1995-10-12	117	A
USGS	01073500	1995-10-13	91.0	A
USGS	01073500	1995-10-14	74.0	A
USGS	01073500	1995-10-15	88.0	A
USGS	01073500	1995-10-16	83.0	A
USGS	01073500	1995-10-17	111	A
USGS	01073500	1995-10-18	88.0	A
USGS	01073500	1995-10-19	79.0	A
USGS	01073500	1995-10-20	67.0	A
USGS	01073500	1995-10-21	70.0	A
USGS	01073500	1995-10-22	249	A
USGS	01073500	1995-10-23	309	A
USGS	01073500	1995-10-24	297	A
USGS	01073500	1995-10-25	283	A
USGS	01073500	1995-10-26	256	A
USGS	01073500	1995-10-27	204	A
USGS	01073500	1995-10-28	221	A
USGS	01073500	1995-10-29	339	A
USGS	01073500	1995-10-30	364	A
USGS	01073500	1995-10-31	338	A
USGS	01073500	1995-11-01	286	A
USGS	01073500	1995-11-02	368	A
USGS	01073500	1995-11-03	571	A
USGS	01073500	1995-11-04	617	A
USGS	01073500	1995-11-05	559	A
USGS	01073500	1995-11-06	441	A
USGS	01073500	1995-11-07	366	A
USGS	01073500	1995-11-08	513	A
USGS	01073500	1995-11-09	570	A
USGS	01073500	1995-11-10	532	A
USGS	01073500	1995-11-11	458	A
USGS	01073500	1995-11-12	478	A
USGS	01073500	1995-11-13	581	A
USGS	01073500	1995-11-14	703	A
USGS	01073500	1995-11-15	1300	A
USGS	01073500	1995-11-16	1570	A
USGS	01073500	1995-11-17	1600	A
USGS	01073500	1995-11-18	1200	A
USGS	01073500	1995-11-19	920	A
USGS	01073500	1995-11-20	785	A
USGS	01073500	1995-11-21	704	A
USGS	01073500	1995-11-22	629	A
USGS	01073500	1995-11-23	537	A
USGS	01073500	1995-11-24	475	A
USGS	01073500	1995-11-25	424	A
USGS	01073500	1995-11-26	383	A
USGS	01073500	1995-11-27	357	A
USGS	01073500	1995-11-28	335	A
USGS	01073500	1995-11-29	318	A
USGS	01073500	1995-11-30	301	A
USGS	01073500	1995-12-01	284	A
USGS	01073500	1995-12-02	291	A
USGS	01073500	1995-12-03	282	A
USGS	01073500	1995-12-04	280	A
USGS	01073500	1995-12-05	271	A
USGS	01073500	1995-12-06	279	A
USGS	01073500	1995-12-07	288	A
USGS	01073500	1995-12-08	261	A
USGS	01073500	1995-12-09	272	A
USGS	01073500	1995-12-10	262	A
USGS	01073500	1995-12-11	255	A
USGS	01073500	1995-12-12	233	A
USGS	01073500	1995-12-13	221	A
USGS	01073500	1995-12-14	205	A
USGS	01073500	1995-12-15	209	A
USGS	01073500	1995-12-16	221	A
USGS	01073500	1995-12-17	228	A
USGS	01073500	1995-12-18	229	A
USGS	01073500	1995-12-19	220	A
USGS	01073500	1995-12-20	216	A
USGS	01073500	1995-12-21	216	A
USGS	01073500	1995-12-22	214	A
USGS	01073500	1995-12-23	208	A
USGS	01073500	1995-12-24	205	A
USGS	01073500	1995-12-25	199	A
USGS	01073500	1995-12-26	195	A
USGS	01073500	1995-12-27	191	A
USGS	01073500	1995-12-28	186	A
USGS	01073500	1995-12-29	179	A
USGS	01073500	1995-12-30	174	A
USGS	01073500	1995-12-31	169	A
USGS	01073500	1996-01-01	165	A
USGS	01073500	1996-01-02	162	A
USGS	01073500	1996-01-03	150	A
USGS	01073500	1996-01-04	147	A
USGS	01073500	1996-01-05	161	A
USGS	01073500	1996-01-06	153	A
USGS	01073500	1996-01-07	143	A
USGS	01073500	1996-01-08	144	A
USGS	01073500	1996-01-09	145	A
USGS	01073500	1996-01-10	151	A
USGS	01073500	1996-01-11	154	A
USGS	01073500	1996-01-12	154	A
USGS	01073500	1996-01-13	152	A
USGS	01073500	1996-01-14	161	A
USGS	01073500	1996-01-15	165	A
USGS	01073500	1996-01-16	159	A
USGS	01073500	1996-01-17	157	A
USGS	01073500	1996-01-18	154	A
USGS	01073500	1996-01-19	182	A
USGS	01073500	1996-01-20	480	A
USGS	01073500	1996-01-21	708	A
USGS	01073500	1996-01-22	957	A
USGS	01073500	1996-01-23	1010	A
USGS	01073500	1996-01-24	862	A
USGS	01073500	1996-01-25	968	A
USGS	01073500	1996-01-26	1020	A
USGS	01073500	1996-01-27	1400	A:e
USGS	01073500	1996-01-28	1550	A:e
USGS	01073500	1996-01-29	2400	A:e
USGS	01073500	1996-01-30	2250	A:e
USGS	01073500	1996-01-31	1470	A
USGS	01073500	1996-02-01	1010	A
USGS	01073500	1996-02-02	757	A
USGS	01073500	1996-02-03	634	A
USGS	01073500	1996-02-04	518	A
USGS	01073500	1996-02-05	433	A
USGS	01073500	1996-02-06	392	A
USGS	01073500	1996-02-07	358	A
USGS	01073500	1996-02-08	357	A
USGS	01073500	1996-02-09	370	A:e
USGS	01073500	1996-02-10	340	A:e
USGS	01073500	1996-02-11	265	A:e
USGS	01073500	1996-02-12	240	A:e
USGS	01073500	1996-02-13	210	A:e
USGS	01073500	1996-02-14	195	A:e
USGS	01073500	1996-02-15	185	A:e
USGS	01073500	1996-02-16	185	A:e
USGS	01073500	1996-02-17	180	A:e
USGS	01073500	1996-02-18	175	A:e
USGS	01073500	1996-02-19	175	A:e
USGS	01073500	1996-02-20	216	A:e
USGS	01073500	1996-02-21	250	A
USGS	01073500	1996-02-22	613	A
USGS	01073500	1996-02-23	1340	A:e
USGS	01073500	1996-02-24	1350	A:e
USGS	01073500	1996-02-25	1480	A:e
USGS	01073500	1996-02-26	1350	A:e
USGS	01073500	1996-02-27	1060	A
USGS	01073500	1996-02-28	947	A
USGS	01073500	1996-02-29	894	A
USGS	01073500	1996-03-01	756	A
USGS	01073500	1996-03-02	644	A
USGS	01073500	1996-03-03	536	A
USGS	01073500	1996-03-04	495	A
USGS	01073500	1996-03-05	433	A
USGS	01073500	1996-03-06	418	A
USGS	01073500	1996-03-07	426	A
USGS	01073500	1996-03-08	354	A
USGS	01073500	1996-03-09	353	A
USGS	01073500	1996-03-10	353	A
USGS	01073500	1996-03-11	349	A
USGS	01073500	1996-03-12	341	A
USGS	01073500	1996-03-13	348	A
USGS	01073500	1996-03-14	365	A
USGS	01073500	1996-03-15	418	A
USGS	01073500	1996-03-16	563	A
USGS	01073500	1996-03-17	604	A
USGS	01073500	1996-03-18	581	A
USGS	01073500	1996-03-19	549	A
USGS	01073500	1996-03-20	742	A
USGS	01073500	1996-03-21	949	A
USGS	01073500	1996-03-22	966	A
USGS	01073500	1996-03-23	837	A
USGS	01073500	1996-03-24	673	A
USGS	01073500	1996-03-25	598	A
USGS	01073500	1996-03-26	605	A
USGS	01073500	1996-03-27	626	A
USGS	01073500	1996-03-28	590	A
USGS	01073500	1996-03-29	535	A
USGS	01073500	1996-03-30	486	A
USGS	01073500	1996-03-31	438	A
USGS	01073500	1996-04-01	409	A
USGS	01073500	1996-04-02	484	A
USGS	01073500	1996-04-03	571	A
USGS	01073500	1996-04-04	576	A
USGS	01073500	1996-04-05	516	A
USGS	01073500	1996-04-06	459	A
USGS	01073500	1996-04-07	424	A
USGS	01073500	1996-04-08	450	A
USGS	01073500	1996-04-09	492	A
USGS	01073500	1996-04-10	552	A
USGS	01073500	1996-04-11	681	A
USGS	01073500	1996-04-12	751	A
USGS	01073500	1996-04-13	753	A
USGS	01073500	1996-04-14	816	A
USGS	01073500	1996-04-15	899	A
USGS	01073500	1996-04-16	1290	A
USGS	01073500	1996-04-17	2440	A
USGS	01073500	1996-04-18	2770	A
USGS	01073500	1996-04-19	2110	A
USGS	01073500	1996-04-20	1350	A
USGS	01073500	1996-04-21	1010	A
USGS	01073500	1996-04-22	803	A
USGS	01073500	1996-04-23	744	A
USGS	01073500	1996-04-24	752	A
USGS	01073500	1996-04-25	709	A
USGS	01073500	1996-04-26	628	A
USGS	01073500	1996-04-27	551	A
USGS	01073500	1996-04-28	486	A
USGS	01073500	1996-04-29	436	A
USGS	01073500	1996-04-30	527	A
USGS	01073500	1996-05-01	633	A
USGS	01073500	1996-05-02	656	A
USGS	01073500	1996-05-03	590	A
USGS	01073500	1996-05-04	499	A
USGS	01073500	1996-05-05	488	A
USGS	01073500	1996-05-06	459	A
USGS	01073500	1996-05-07	429	A
USGS	01073500	1996-05-08	386	A
USGS	01073500	1996-05-09	343	A
USGS	01073500	1996-05-10	375	A
USGS	01073500	1996-05-11	507	A
USGS	01073500	1996-05-12	743	A
USGS	01073500	1996-05-13	892	A
